% Model,Tutorial_final_sweep_part3_solved.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 12 2022, 15:04"
% Table,"Table 1 - Pol, SM_only"
% L_junc (nH),Eigenfrequency (GHz),zz (1),yz (1),xz (1)
9.049,6.451883036415894+2.1845900396447307E-5i,0.22683224832866725,0.33256928965220645,0.3768677972453038
9.049,6.452045058582803+2.7286986427695804E-6i,0.042670819694625564,0.8989355785826171,0.030589352565046298
9.049,6.452194253250492+1.3530254151274473E-5i,0.07696034462478522,0.007553326010477417,0.9112170261299614
9.049,6.452221460353371+2.796044896657143E-4i,0.06296915302737358,0.818680086992681,0.0830886300842003
9.049,6.452365388288088+0.005213876247227967i,0.7087723511423725,0.004775790129877785,0.28454395262228727
9.049,6.452441615562297+1.9846966718495693E-5i,0.11350313631618868,0.20938463869479995,0.5829257272410503
9.049,6.452465258333877+8.316136276093076E-5i,0.06410905889107148,0.13716851925155754,0.7776324846948418
9.049,6.4526377070323555+6.787863905248464E-5i,0.08071274741086712,0.25440028463780534,0.6204301306950076
9.049,6.452718304297875+2.3365104832811266E-5i,0.06921475936300411,0.2413307299669285,0.636710060775312
9.049,6.452920830564893+8.918405186555642E-6i,0.6734577912587042,0.005311584197817427,0.31737472010849327
9.049,6.4529737754597045+1.5704817863722304E-5i,0.11370179676979646,0.03218796657606688,0.8374650674066937
9.049,6.453335603039312+3.108470770973288E-5i,0.1920104676709157,0.04388860152997848,0.7511285015759023
9.049,6.45351230287727+0.0011201704163834628i,0.020253006307289774,0.9515749456570031,0.014640993644269394
9.049,6.453598370590856+3.870241940072034E-5i,0.2624233161144452,0.07350492325870579,0.6493654020316875
9.049,6.453769003546151+7.961785877385926E-5i,0.2415469974284688,0.13738653003757126,0.5964943511118108
9.049,6.453850264807943+0.001297651670041763i,7.661123004128553E-4,0.9944230472424862,4.3385108848500206E-4
9.049,6.4538541656002275+2.697314961722125E-6i,0.9064644489150451,0.010313789775618906,0.08009355048101023
9.049,6.454033072205381+6.569260403671864E-5i,0.27471980341443686,0.4471898927182303,0.2194264294031679
9.049,6.454441878172624+2.034450676692453E-5i,0.31367455815751705,0.34041953516091406,0.2893266662796727
9.049,6.454511415430239+0.0055506046771333275i,0.03679645252132066,3.366698167626361E-4,0.9611708461346741
9.049,6.454625957293858+1.0570466106876095E-4i,0.06870582809584785,0.016320450976355642,0.9039674412705109
9.049,6.4546321093012935+0.0014510568988812707i,0.00932329222679564,0.9711999260065619,0.00810344370857807
9.049,6.454729532090113+0.006369638477021802i,0.8263393261220994,0.0052242526749480276,0.166904318288439
9.049,6.454909651113598+1.0320230305851953E-4i,0.004579192809746841,0.005230829363855113,0.9851377576044246
9.049,6.4550939713092+3.828318334144155E-6i,0.8672643638834998,0.03767286668066682,0.0916377999290189
9.049,6.455120816471865+0.005701679550976003i,0.7739651284607699,0.004950289932403324,0.21936110112511045
9.049,6.455245917055033+2.7064375008027615E-5i,0.2857447495995446,0.019842970145408586,0.6870162085558672
9.049,6.455401564771813+1.9492263602748522E-5i,0.643907365105657,0.0066645696491826265,0.3446213863021227
9.049,6.455569912457514+3.355725777388953E-5i,0.2450372918283053,0.017141619187105474,0.7301742957895094
9.049,6.455579164376885+0.008434098409280553i,0.03040181556054148,4.474794347942614E-4,0.9659152309906762
9.049,6.455596416025026+0.0058701783850546065i,0.8184743579297901,0.003529329302382706,0.17630415169108632
9.049,6.455620904761765+0.0018682929394376548i,0.0018881289869453037,0.9959669687669966,2.242003529299449E-4
9.049,6.455676365972155+2.2102965777085023E-5i,0.34831905774320954,0.00906113188232373,0.6374644377657918
9.049,6.455836974400692+0.00130602687506051i,0.0018454007088724886,0.994760339274982,8.79940738906956E-4
9.049,6.455924648949052+6.872136590412112E-6i,0.5117351429026858,0.04797420068644467,0.4368797369592152
9.049,6.455939678428347+5.109956762270893E-5i,0.10611309440980898,0.035418644536708975,0.8487576326992714
9.049,6.456006590259957+0.0018400492932116705i,0.0020603883147317158,0.9924823196239144,9.203015723723467E-4
9.049,6.456038394493799+3.831085914653285E-7i,0.03843653828230464,0.945957010725524,0.014557087695565516
9.049,6.456058403073867+0.006307227706331916i,0.06590612392838102,6.685716683740454E-4,0.9310830908074859
9.049,6.456250642310295+0.0014872326868164136i,0.009485734765581061,0.9672024686708611,0.01113468002591361
9.049,6.456352528520421-9.285712724897363E-7i,0.8529282132218641,0.005212587105179461,0.13947180502994627
9.049,6.4564959119835885+3.0630072221307605E-5i,0.15807235628909413,0.1102895113476773,0.7124308315465382
9.049,6.456602944774887+2.353040393965868E-5i,0.2018063587537181,0.41008081394034224,0.35659377355704075
9.049,6.456638322052707+0.0017014972197822852i,0.0010889247852878705,0.9960327427427865,5.06061353265709E-4
9.049,6.456743353487391+4.1026830406303247E-5i,0.0762600449288568,0.1916371571666528,0.7130077344261746
9.049,6.456818345196144+0.005264965111627325i,0.005016211698851479,2.0960935827496325E-4,0.9922254237561532
9.049,6.456819835615021+2.9716965421876034E-4i,0.0432504074843944,0.7276557680539745,0.20408070474663623
9.049,6.456892642863462+3.4697407416808577E-6i,0.027085972429839174,0.10023560303785051,0.862955452801626
9.049,6.4572321978901766+1.867079886164776E-5i,0.024721854764473375,0.06232908569571398,0.9002497668413292
9.049,6.457423276343377+0.0020271035472936858i,0.0017405431238127565,0.9937267628561702,5.250098786789411E-4
9.049,6.457589546675394+5.23264578607276E-5i,0.09866198556369517,0.07558299869534604,0.8126227561304383
9.049,6.45765234596285+0.0016465937683979484i,9.923893139881E-4,0.9961029534955603,2.7447248729899656E-4
9.049,6.4577790721568995+1.8994275965041404E-7i,0.04417059583258317,0.9422286003244433,0.012175224029493283
9.049,6.457948901547542+1.4893001415058196E-6i,0.32845416999437616,0.034972819310280866,0.6329405344024671
9.049,6.458020943718597+4.539949223213855E-6i,0.30559886471080283,0.011974910714584085,0.6792640707501705
9.049,6.45809982260988+9.993583389012604E-6i,0.17500564089484866,0.01392093462748269,0.8060530192415488
9.049,6.458277689250961+5.43903163177174E-6i,0.07588128067711714,0.14092756965091585,0.6913320789453884
9.049,6.458293053333749+2.3785435776878165E-5i,0.14216372499163407,0.02456004063022654,0.8151686973155875
9.049,6.458487776285824+1.5052123247821507E-5i,0.1803070532160106,0.008144318571355495,0.8044330846906774
9.049,6.4585909052915955+3.965519613993212E-6i,0.4431763430290004,0.13319599578932115,0.3973170248967441
9.049,6.458690264765814+2.307337422039974E-6i,0.7477074423540085,0.06458645434075386,0.17466152544095165
9.049,6.458695879052157+0.0015540846619427726i,9.809407560982845E-4,0.9960690253180132,2.3096593307776988E-4
9.049,6.45916993364347-1.2946055542871395E-5i,0.3882859571447798,0.2657312596394346,0.2831449982872096
9.049,6.459443885932828+1.1888405886197177E-6i,0.22811077897863188,0.1492609089875627,0.5092399891996796
9.049,6.459522250538+7.711343217191869E-7i,0.13378946630138497,0.027869505033579954,0.8253173455360481
9.049,6.459636627547107+0.0017950408636462421i,0.0022343574679179446,0.9926174069417043,9.640614138316271E-4
9.049,6.459691557132115+1.0610780935025317E-6i,0.479644399091881,0.036285176678155534,0.4673372610941169
9.049,6.459728445652063+0.0015257970157862945i,9.659491108493523E-4,0.9956284152529207,2.898554987050548E-4
9.049,6.459797328389488+5.125534623511965E-7i,0.4904112784892534,0.019028019302868515,0.47748784036204955
9.049,6.459869413051662+9.73763495376332E-8i,0.007220621651685285,0.9746706228419187,0.016299819954674645
9.049,6.4599046812535255+7.936498099737986E-6i,0.038339628581794766,0.020294320066089045,0.9336362033880521
9.049,6.460042250788864+3.898787614256619E-6i,0.11594705782533765,0.023912006974997638,0.8476576917458765
9.049,6.460252832578693+1.9069285308929979E-6i,0.10472785637138063,0.07558045019578441,0.751213373026783
9.049,6.46040292501583+8.277449996236297E-6i,0.050503816140362874,0.028872826309874002,0.9015304882308198
9.049,6.4607101104283045+0.0015273756732199768i,0.0019259489335410448,0.9903419362968141,0.002818407805461246
9.049,6.461218608196371+1.641644211809803E-6i,0.7539896030852291,0.03649910427359098,0.2022187430203901
9.049,6.4612640178619065+1.1611187642030082E-5i,0.3655639028726008,0.3334167027303363,0.25707785426011603
9.051,6.441504781089134+1.2593023568597762E-5i,0.01394297309622573,0.9587822956626413,0.016937783249778515
9.051,6.44154897846384+6.5538886021346545E-6i,0.05703258097701015,0.8437521614762172,0.06516765329187633
9.051,6.441727594624937+0.002040269291867809i,0.009554442998776206,2.6189702392918863E-4,0.9759853263438234
9.051,6.441807539638894+3.2635095557498035E-6i,0.21940186499083356,0.4098496480023949,0.30156336585766563
9.051,6.441935482096771+1.2280401965952248E-5i,0.04299070120518062,0.8777523047941147,0.06097553122984306
9.051,6.44193654971172+7.503065721739393E-4i,0.9915406763873615,0.003480707085971024,0.003991733668592336
9.051,6.442097037115976+2.9869572629194485E-6i,0.22931489503630487,0.41643564565092706,0.3017480011851859
9.051,6.442256288078184+7.833728890253951E-8i,0.011078059170722266,0.022258041633155694,0.9572449525948749
9.051,6.4423634808398935+2.51017883790608E-6i,0.0954292724879949,0.7575478769617031,0.11962105199729794
9.051,6.442626839167073+1.3080968130148457E-5i,0.013251007092333572,0.9581623502542275,0.015417214454839656
9.051,6.442638155958406+5.628471223224993E-6i,0.009260524595677751,0.9657069340048493,0.008802274947461476
9.051,6.442986116985815+7.677870914954977E-4i,0.9896870564076478,0.004203721477428682,0.005077061352183892
9.051,6.443057932860202+0.002183565483477341i,0.009382502914030698,3.487922057013666E-4,0.9765090784481794
9.051,6.443196307074505+8.306565794822837E-4i,0.9863939378176086,0.009065772219590233,0.0035660186538103104
9.051,6.443264561506468+2.109557711349976E-5i,0.013273279967780306,0.9658685415581935,0.01057267374247401
9.051,6.443553735871607+5.5336014280444024E-8i,0.009704782279605046,0.004549454719286289,0.9834646326065387
9.051,6.443565678046853+6.103529606253138E-7i,0.2879139875042394,0.30581933507910525,0.28144764295934016
9.051,6.443678206883631+7.731318387005503E-5i,0.002477231869174868,0.990390728552259,0.002343606835984348
9.051,6.443774482234562+2.25863596088362E-6i,0.010804479282821909,0.007346454838915976,0.9731248063802235
9.051,6.443855497860415+8.014671419512971E-4i,0.9897300615330245,0.003984005733331514,0.005393783443967593
9.051,6.4439814760515866+5.255770329520484E-6i,0.03238982004096824,0.050212048535153785,0.8672465860353138
9.051,6.444118521701153+8.297887350197859E-6i,0.12958679762616418,0.06331767176105864,0.7732912709014443
9.051,6.444213047111564+1.765652791245939E-6i,0.39011503398152464,0.13576235231380837,0.4218709404600683
9.051,6.4442418520054625+7.869436715616134E-4i,0.9904937839850331,0.0035702854474182815,0.005030424309310966
9.051,6.444520357148639+2.523780077129068E-6i,0.006375652476632057,0.9594302411991611,0.014742954825947898
9.051,6.4447477088540985+0.003010814504760421i,0.9811267393791618,0.012104002772892253,0.005371922169260332
9.051,6.444837932778258-3.705581498289543E-7i,0.9582888967675958,6.137110056690502E-4,0.03959014266533792
9.051,6.4451478570762655+3.0024324384286975E-5i,0.0378165430336105,0.017340561364026542,0.9327924130015907
9.051,6.4454458761130144+0.0010090387471326694i,0.9905371500640234,0.0025896786663077084,0.005899640673384759
9.051,6.445458104676092+9.74336834719794E-4i,0.9890916395742722,0.002602754936870215,0.007335619142737251
9.051,6.445462080326858+2.006513742965864E-6i,0.36619678193082783,0.24063433722033645,0.3303010104413265
9.051,6.445546188074102+4.4801604559815194E-5i,0.025799528787706548,0.9156531913494667,0.032960152764979586
9.051,6.445575038922278+2.0081575914648926E-4i,0.006098820812549635,0.9817515005864311,0.005083136994146458
9.051,6.4460215059723085+6.816339668895196E-6i,0.0423135308885468,0.6849708308670834,0.20148205923193296
9.051,6.4460276175632725+0.006884996595960614i,0.014241454006263733,2.2356104798033636E-4,0.9833229172466762
9.051,6.4460598642738285+1.492486883135215E-6i,0.04729029813667364,0.15937877985064727,0.7757351816055098
9.051,6.4462462640695195+4.499399843575745E-6i,0.10972286085684865,0.7465666675903496,0.07579607543405836
9.051,6.446794981297583+1.1524298310302574E-5i,0.014499604646982741,0.006301217448705264,0.9712583306357722
9.051,6.44681687425673+0.004796727839623308i,0.010130429760276264,3.520396768036377E-4,0.987697435983929
9.051,6.446925385619588+3.867438136853718E-5i,0.04539814813066968,0.013197409633150973,0.9308332130424717
9.051,6.446980753889911+0.0066547027406020365i,0.01091600747252298,1.3013373270618186E-4,0.986655462378282
9.051,6.447133713246869+1.2367737643560046E-5i,0.002065383798836589,0.9902898945033805,5.267579374266043E-4
9.051,6.447291985601552+2.123137383446215E-7i,0.029906446044084992,0.0011363121001219253,0.9677677915777144
9.051,6.447592376832958+1.1846155270968484E-7i,0.8816362542039345,5.253520467141607E-4,0.11624902329541374
9.051,6.447958485033331+3.7708878256587083E-6i,0.011359065848982223,0.0048497517676882864,0.9754727969638567
9.051,6.448181092379216+2.2225475901657933E-5i,0.2471074087552012,0.22818659929458715,0.4777553217121785
9.051,6.448217446358985+4.359780450860345E-4i,0.010519928203056984,0.9638915119937034,0.015695408885511606
9.051,6.448354356653388+0.00672247294191987i,0.05786595695099489,5.598692235952131E-4,0.9385553624517355
9.051,6.448564563627226+2.441612175288815E-6i,0.10890645869724862,0.0013435925532643811,0.8876393685539193
9.051,6.448687874595493+1.1751151470512018E-5i,0.001991360767315179,0.9881249080835193,0.001761460345797956
9.051,6.448770930745225+1.956489374343386E-6i,0.11952076173640197,0.08736915774764578,0.728745212117075
9.051,6.448809878502676+0.004378737679019635i,0.39857758158739204,0.003961464849754647,0.5952198552680897
9.051,6.448971658293296+0.002986939829066194i,0.013433997792042882,4.7420469140126685E-4,0.9834900168056793
9.051,6.44922895006344+0.003978424899472729i,0.7424369104911546,0.007169188593236529,0.24859336625228676
9.051,6.449316036475287+5.712406187894101E-6i,0.0736074048073418,0.6739713364134196,0.20010686295518335
9.051,6.449626661616423+3.8200564693257795E-6i,0.06452081467154404,0.05535194163429906,0.8137284927360785
9.051,6.4497061467798735+0.003904557596581131i,0.3231284148527286,0.0035997948552082943,0.6707100010433111
9.051,6.449711613445377+2.904357940831844E-6i,0.3586375429845042,0.004772107697936591,0.6322981485201582
9.051,6.4497585417563785+3.721323414238923E-5i,0.06735645907448745,0.09120466210547958,0.7942408747773612
9.051,6.449849802652981+1.2200436593088701E-5i,0.30948641121538717,0.2175480843332724,0.4188888760862666
9.051,6.449961629848284+4.09040275440724E-5i,0.3966243387197734,0.02990345561756614,0.5580503067779227
9.051,6.450125524734918+9.485846002449637E-5i,0.32589070906332024,0.018080910947817712,0.643250045162275
9.051,6.450168473675801+2.8293696618537977E-6i,0.5815271746243719,0.03128752022236163,0.37575912540598533
9.051,6.450225328364976+8.890961362616434E-6i,0.4074758248992776,0.10007105878673762,0.4551147745857083
9.051,6.450431491320812+6.830491448710328E-4i,0.0094272661183513,0.9658022923788894,0.012360335719307891
9.051,6.450532714762146+1.0624929638498963E-5i,0.8640761843834206,0.0021103111496121063,0.13139692684760748
9.051,6.450859450051103+0.0013092902256021703i,0.03181186591834929,9.03994817846359E-4,0.9614948939557292
9.051,6.451033053179857+1.980292992999384E-4i,0.16974133744351927,0.012763958061010697,0.8073488139242638
9.051,6.451119719011228+0.00388065795609257i,0.07868056963154108,5.174732377829638E-4,0.9166927220442349
9.051,6.451295271884899+0.0015253684909611659i,0.01573276232491619,0.0019855940866177284,0.9761928493100135
9.051,6.451516296946061+0.0028162521159854803i,0.03171647036373055,8.714826437874075E-4,0.9618410568394102
9.051,6.451701424076035+1.1681137272122147E-4i,0.08609864546504994,0.016456230595093223,0.8883853643490168
9.051,6.4518535618654775+0.001213993647669894i,6.572509088396534E-4,0.991877040700167,0.0035368186165847847
9.051,6.451885429912814+2.656763418280086E-5i,0.22661833711937113,0.33357103683492384,0.3761160156524453
9.051,6.452045002309499+2.5834187293102823E-6i,0.04243676424757566,0.8989171168169067,0.030838611844620323
9.051,6.452194434107825+1.3871482252123028E-5i,0.07696973545136539,0.007549995496393986,0.9111995195858011
9.051,6.452221538923403+2.7862844762408786E-4i,0.06389652632597495,0.8170066239877699,0.08369679663697427
9.051,6.452364687362463+0.00521408439665158i,0.7086920864849171,0.004771204949799854,0.28462869654731093
9.051,6.452442142335404+2.026771559485593E-5i,0.11309944887452603,0.2078678018418368,0.5853131369410337
9.051,6.452465165673003+8.362706223783403E-5i,0.06410600048186539,0.13937686478787892,0.7752476885465747
9.051,6.452636637728104+6.783273820445363E-5i,0.0808610450169829,0.26083959406861457,0.6130571616017516
9.051,6.452717556822764+2.4042080718998456E-5i,0.06897442110524526,0.2405420051738114,0.6379832078199367
9.051,6.452920664141571+8.673792043397978E-6i,0.6740017390153048,0.005317541818079702,0.31683093500984855
9.051,6.452973409699677+1.559709463607099E-5i,0.1146005015260577,0.031085335299843562,0.83786727626549
9.051,6.453335405373961+3.070115517175683E-5i,0.19304071968854303,0.04369941826935889,0.75031740950254
9.051,6.4535122688451185+0.0011204030290117455i,0.02025384031980862,0.951543444811909,0.014674267214549407
9.051,6.453598714264643+3.8727952612503817E-5i,0.2626129162150325,0.07225526032749612,0.6505387719379084
9.051,6.453768143526227+8.004723459805949E-5i,0.24514988863960974,0.13609916508089762,0.5943406847663651
9.051,6.453850892355264+2.864239010036403E-6i,0.9057758560321824,0.009210944179722185,0.08200681659519843
9.051,6.453850321595709+0.0012976713042383336i,7.643852491961392E-4,0.9944263748930213,4.323594993620563E-4
9.051,6.454033817249007+6.456943385308587E-5i,0.27041385203212603,0.45103604028640043,0.2194677449103357
9.051,6.454429486174984+2.01696808757951E-6i,0.5476600115738661,0.2202929187437239,0.19630076417435766
9.051,6.454442906011955+1.9181090553907724E-5i,0.31772315764429676,0.3375443799095613,0.288588979655849
9.051,6.454511715747197+0.005550446367346308i,0.03681275285399889,3.3848363987104183E-4,0.9611526425695239
9.051,6.454626571021219+1.0555668507989115E-4i,0.06987655170156074,0.016533070496043828,0.9025815922270914
9.051,6.454632185031691+0.0014503693968733779i,0.009335093623479637,0.9711858744939746,0.008104909514919094
9.051,6.454726755387126+0.006369995749128942i,0.8266643298678884,0.005232034952803402,0.1665723552317506
9.051,6.454909797221702+1.0304099299585644E-4i,0.0045710161149428346,0.005186810457938128,0.9851877740452007
9.051,6.455120763429138+0.005701535088936715i,0.7742855066478844,0.004952298403508467,0.21903883805530708
9.051,6.455246163125917+2.5140716168578203E-5i,0.2870793919605979,0.019752292027344315,0.6857768883856317
9.051,6.455401780041585+1.9362736026468033E-5i,0.6421630042185797,0.006578347647772954,0.34642515826570647
9.051,6.455570868580552+3.318329168387105E-5i,0.23281193801946304,0.016528567961821915,0.7429876833578418
9.051,6.455579453397472+0.00843338071504374i,0.03042372552817096,4.475614277803865E-4,0.9658934277665487
9.051,6.45559685301832+0.005867877305382671i,0.819210588856177,0.0035213822999743617,0.1755755226106953
9.051,6.455620839889032+0.0018684535100427886i,0.0018896829796031798,0.9959653384104008,2.2275715147492564E-4
9.051,6.455675840974309+2.249224991839115E-5i,0.34807299017328347,0.009066368326044828,0.6377089307789716
9.051,6.455837676771957+0.0013022930497282414i,0.001837914804885032,0.9947498235099277,8.948281066039481E-4
9.051,6.4559231600419285+6.376943329412275E-6i,0.5075801530955854,0.04914717145013348,0.43987087991665536
9.051,6.4559408731638825+5.033705114191084E-5i,0.10852267239090709,0.03556096510458004,0.8462484296569414
9.051,6.45600615735728+0.0018417719952331922i,0.0020527987261980936,0.992492926040276,9.244575045533349E-4
9.051,6.456038047097677+2.882285576793894E-7i,0.04076401859231295,0.9431466093979501,0.015037501064636246
9.051,6.456058978381104+0.006307805984661057i,0.0660334707173814,6.669898416599333E-4,0.9309572393415554
9.051,6.4562495648975675+0.0014912302296697258i,0.009474062741818175,0.9671991895866643,0.011158807255339524
9.051,6.456351116365091+9.205093567540718E-7i,0.8548463014594176,0.005161112739500356,0.13761941406938416
9.051,6.45649531229459+2.9910383059269797E-5i,0.15438303597606903,0.11138460145377402,0.714986944757371
9.051,6.456601198101879+2.3139238673185944E-5i,0.20252917019757266,0.4105035654450638,0.3555224322193825
9.051,6.456638377765134+0.0017020443951080483i,0.0010896690741622167,0.9960256124079095,5.104630035754139E-4
9.051,6.45674457398352+3.919707615491433E-5i,0.07665766750216649,0.18767298942074,0.7166361494902088
9.051,6.456817855825399+0.005265147714594054i,0.0049969447808921215,2.0557586776743256E-4,0.9922490688416994
9.051,6.4568202598518765+2.974814481749028E-4i,0.0430454454513138,0.7320040867098143,0.19991713576722475
9.051,6.456892671255104+3.285959830208199E-6i,0.027183969969062364,0.10026772443935963,0.862822949407709
9.051,6.457231982002618+1.8794371290095745E-5i,0.024980812409545996,0.062419829522005824,0.8998759283494807
9.051,6.457423059640937+0.002027396886435682i,0.001736404765300396,0.9937335606239243,5.22457453408648E-4
9.051,6.45758913420543+5.203769337908517E-5i,0.09900217730668498,0.07550125654014961,0.8123434503081566
9.051,6.4576518442166115+0.0016469435206623076i,9.847546302461613E-4,0.996110934278974,2.7402838296082825E-4
9.051,6.457779201001459+2.2764004657206345E-7i,0.0428585763618622,0.9442810281154793,0.011438803483589175
9.051,6.457948263969369+1.4110897374828374E-6i,0.325958945277168,0.034922077253821446,0.6354844870340434
9.051,6.458021243293346+4.913284725883041E-6i,0.30739090272055203,0.011946768956755891,0.6774963340096133
9.051,6.458100319918368+9.85813870024993E-6i,0.1766781785649499,0.0138997850892881,0.8044208509432954
9.051,6.458277531991382+5.029023601265019E-6i,0.07587697276734363,0.13890838077023557,0.6933704894469312
9.051,6.458293161347134+2.4082981431424913E-5i,0.1438761153983688,0.024699012316698726,0.8142540010202703
9.051,6.458487506615256+1.5421303756387533E-5i,0.17955223873005688,0.008036863750348044,0.8052502672908888
9.051,6.4585908687688995+4.607681944625707E-6i,0.4374682177591098,0.1347111586561867,0.4012078472558706
9.051,6.458689907484727+2.2793396400098092E-6i,0.7484893160658522,0.06420653387758411,0.17427887964610392
9.051,6.458695076420281+0.0015546622082796304i,9.827952757410418E-4,0.9960695758642065,2.28395700405204E-4
9.051,6.459185106283074+2.3183467495765164E-6i,0.3870564112293536,0.2650697272407253,0.28461319623493336
9.051,6.459443938166296+1.6242508467026005E-6i,0.2296607993779362,0.1505877744377054,0.5074527045577738
9.051,6.45952208439852+9.648994713666818E-7i,0.1345868039566826,0.028316127085866515,0.8247906056703461
9.051,6.459635369276461+0.001795175387982496i,0.0022552587523535584,0.9925780608217335,9.785219171536484E-4
9.051,6.459690857300525+1.3775749014176832E-6i,0.48499398373376645,0.035854389875436016,0.4625673572582469
9.051,6.45972922845676+0.001523832921255554i,9.538251831773994E-4,0.9956545292934109,2.816014222586125E-4
9.051,6.459796532068424+1.2201820767048116E-6i,0.4892577252808629,0.018604077551446434,0.4790622595368625
9.051,6.459869454128175+1.8993119022065193E-7i,0.006961804347557852,0.977284197358392,0.013957033727527107
9.051,6.459904770853038+8.287593928483824E-6i,0.03911238398458595,0.0203835565625681,0.9327891973501545
9.051,6.460042409276236+4.036970775387128E-6i,0.11574894396502804,0.023700847445100277,0.8481014896463798
9.051,6.4602522172724735+1.2772334507999136E-6i,0.10596065548055889,0.07558758029126743,0.7505000315100945
9.051,6.460403347568078+8.470286390724395E-6i,0.05046186804853677,0.02873779301425845,0.9018351642862141
9.051,6.460710282909173+0.001526847423038222i,0.001939833152874275,0.9903261215612673,0.0028211486631400714
9.051,6.461217770300876+6.410292987825309E-7i,0.7307987906412585,0.04471221848232888,0.2157205941895288
9.051,6.461265896710626+2.2787392147758915E-6i,0.3679488118518202,0.33445280567128544,0.25390294846436723
9.053,6.441504793423641+1.2574103577891559E-5i,0.013943922564711867,0.9587658974867218,0.016953134485952398
9.053,6.441549040440959+6.581893329708295E-6i,0.05706174804159284,0.8436882050122001,0.06517883512123443
9.053,6.4417276334279805+0.0020402430289416856i,0.009542631114901931,2.6394234002269633E-4,0.9759945780261962
9.053,6.44180776191412+3.4728028132333702E-6i,0.21948597844630602,0.40999325867879216,0.30133317814615496
9.053,6.441934805194328+1.1521665905611961E-5i,0.04419371085433579,0.8744896966828168,0.06284658030400149
9.053,6.441936610460758+7.500406061619065E-4i,0.9915391661868651,0.0034796759295837813,0.0039942283613158035
9.053,6.442097769564533+3.880863973904606E-6i,0.2292122447196883,0.4166399577150059,0.3016291056968404
9.053,6.442256154556069+5.699707063057107E-7i,0.011031822760519594,0.021144123897250896,0.9584490081760508
9.053,6.442363299731754+2.455446537064402E-6i,0.09516104428887873,0.7580709485078777,0.11938953465021374
9.053,6.442626646949172+1.2782921172501534E-5i,0.013042850753333638,0.958721082751843,0.015123938113480328
9.053,6.442638018164578+5.535642077287884E-6i,0.0091937009656776,0.9658719176440386,0.008692784167744272
9.053,6.442986057361179+7.677793827679335E-4i,0.989687155501318,0.004202980571317831,0.0050776438817278745
9.053,6.443057888055431+0.002183625038462437i,0.00938275551226447,3.483276770052292E-4,0.9765089869603405
9.053,6.443196247811306+8.306582993154169E-4i,0.9864244783005552,0.009034934686195645,0.003566513331362865
9.053,6.443264910820515+2.1473419064486037E-5i,0.01321041778142685,0.9659620502628206,0.01055226510489617
9.053,6.443553726080196+5.211051846126208E-8i,0.010241181328957736,0.005127459349639134,0.9820996788437819
9.053,6.44356573484657+2.308114691496242E-7i,0.28789156570773583,0.30597416393853505,0.2812534578918985
9.053,6.443678234441326+7.703846711922659E-5i,0.0024565895552151025,0.9904445247167559,0.002315715388047763
9.053,6.443774537748127+2.4145365720083492E-6i,0.010865032386500646,0.0074271286385502846,0.9729583563177818
9.053,6.4438556848202895+8.013044571033009E-4i,0.9897272249221458,0.003986514098135591,0.005393963781049879
9.053,6.443981630327396+5.099577801574779E-6i,0.03210363516894157,0.05020354215887817,0.8675192132067201
9.053,6.444118737901617+7.681124303785338E-6i,0.12773927689616826,0.06288091476073224,0.7756386150280918
9.053,6.444213326740036+1.7387306407630826E-6i,0.39021283786819383,0.13576359533201815,0.42178316441492875
9.053,6.444242020275969+7.868436208232748E-4i,0.9904908677033097,0.0035726060641387454,0.005030943761736416
9.053,6.444520294479621+2.6414051435530726E-6i,0.006369127451717243,0.9594648547094967,0.014710286318777086
9.053,6.444747630178946+0.0030106450965729126i,0.9811287179659613,0.01210491806904159,0.005368999716280498
9.053,6.44483245698771+3.042192629960795E-7i,0.9588777795674436,6.005231640746996E-4,0.039017030322995874
9.053,6.445147886348383+3.023708484250269E-5i,0.03750907308058555,0.0172947373209458,0.9331496309923394
9.053,6.445445749215262+0.0010091763851512066i,0.9905371698868569,0.0025892374277678297,0.005900066101584161
9.053,6.445458112700739+9.743365916986275E-4i,0.9890913027517325,0.0026028748056392418,0.007335817534398304
9.053,6.445461600081695+2.5799529711140886E-6i,0.36567092450652317,0.24119890387486084,0.3302608941677944
9.053,6.445546247823862+4.57952279576399E-5i,0.025836164891887222,0.9156506013999304,0.03293382327921284
9.053,6.445575038723599+2.008483995580589E-4i,0.006112917367483964,0.9817160761476436,0.005099938514505563
9.053,6.446021461584894+6.829939572436746E-6i,0.04222965052554368,0.6814025816433668,0.2054954797037244
9.053,6.446027984018376+0.006885217205470658i,0.014223063336642026,2.2367088213418287E-4,0.9833410347884386
9.053,6.446059498760792+1.4980592440957718E-6i,0.04680392317797876,0.16273567440377557,0.7725149458579392
9.053,6.446246171481863+4.7940521352781225E-6i,0.10960357615053723,0.7467620796027458,0.07570890419046976
9.053,6.446794801344521+1.1738408783032059E-5i,0.014502349812348308,0.006363808418663817,0.9711908104799398
9.053,6.446816694634972+0.004796804771474203i,0.01013952567961798,3.520160657754959E-4,0.9876883514419222
9.053,6.446925616941509+3.952862600520584E-5i,0.04537240268472221,0.013177102280053627,0.9308804619511459
9.053,6.446980784943116+0.00665467447021471i,0.010914932275103479,1.3006120740416448E-4,0.9866565877594223
9.053,6.447133690282489+1.237030074824065E-5i,0.002064154500441337,0.9902828923338554,5.351152616314783E-4
