% Model,Tutorial_final_sweep_part3_solved.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 12 2022, 13:12"
% Table,"Table 1 - Pol, SM_only"
% Eigenfrequency (GHz),zz (1),yz (1),xz (1)
6.453377968547196+5.812880778589025E-5i,0.21180844018901368,0.27190952517835004,0.47284884766642915
6.453503450286255+1.830791048322104E-5i,0.6308265843405972,0.0601814826542541,0.29775078725528686
6.453506288191675+0.001098784615904657i,0.015484763844354895,0.9555643119474323,0.015106726344188828
6.453506569922557+0.00651236548226573i,0.8886941930430337,0.004968084324628687,0.1051578756856404
6.453647775527018+3.058379986227964E-5i,0.2894486076158558,0.048161620681058906,0.6516186185938747
6.453845146712552+0.0012977872207231907i,6.966043664380293E-4,0.9945117986116454,4.169856572087827E-4
6.453884948241022+0.005769688886137573i,0.7764902644490779,0.0045337594094065035,0.21749505295045163
6.454166493100334+1.183766131894739E-6i,0.8934464615054486,0.003158148614680563,0.10246604464240264
6.454361709387041+0.0059651453959841515i,0.8422604533912007,0.003611542284755266,0.15274581451788374
6.454531439872219+1.0446197403096178E-4i,0.030738219335545332,0.04734037009113016,0.906906989919124
6.454550049115156+0.005580591456192861i,0.03408356781301003,3.723044553441477E-4,0.9638333513034043
6.454593874907302+0.0014479492879118279i,0.008775257298966945,0.9727496642456852,0.007139391992607098
6.454899057354852+1.0498708548752002E-4i,0.004354164486635824,0.0060128495545392876,0.9846226609936005
6.454993442393066+5.535854697992551E-6i,0.7950711123954617,0.003710256422253902,0.1994351860576505
6.455164144580756+5.026040487971657E-5i,0.09438087017491056,0.007836760836201422,0.888419181621194
6.455387319568134+4.412770169296295E-5i,0.2302882274117772,0.31298802333420794,0.42123919656972875
6.4555754289591905+3.407831296648459E-5i,0.050572129940099665,0.013991143658528745,0.9277502318284871
6.45560837418088+0.0018688765517647994i,0.0018129475868896199,0.9960702748662983,2.0261671597284487E-4
6.455806434676575+2.931959315149215E-5i,0.1369106318183187,0.06397043481577627,0.7868109517727533
6.455823671141803+0.001302030189241941i,0.0019901072638980155,0.9945886707812399,8.63640625495857E-4
6.45595585122491+2.479542845244281E-5i,0.12513199633107372,0.09198093635256999,0.7703278594178674
6.455993747677295+0.0018409697714907949i,0.001925829652950284,0.992653100060247,8.819547996812236E-4
6.455999738492375+0.006324368726429593i,0.01714518348077123,2.9170373206714555E-4,0.9801925788142039
6.456015407163176+3.19547941247906E-7i,0.0012661802237280027,0.9960565295670517,0.001692618254827856
6.456227068607141+0.00149435495894694i,0.00922701129732948,0.9693779472661705,0.009247523285216485
6.456297183634947+1.573089799141341E-5i,0.13620885317278433,0.09148300353268757,0.748518646056719
6.4565411024775115+7.587856139698949E-6i,0.290242046355679,0.034422065751048864,0.6698841840581685
6.45655467798293+8.820130652550823E-5i,0.23626439321888637,0.16410673936550224,0.5845938611003767
6.456625626880702+0.0017029305489132355i,0.0010520167553632956,0.9961438859224309,4.461722266184196E-4
6.456725359376629+3.0593475778913564E-4i,0.06300439694791876,0.7809873449529349,0.1309559920400119
6.456758073401907+6.079264593606203E-6i,0.6634448125790586,0.023897357793585393,0.3089533530300423
6.456805187514617+0.005268308929365458i,0.003374149295906307,1.940770409983342E-4,0.9938866998408202
6.456861605418123+3.3077607241998796E-6i,0.08382010639358281,0.038585727994313035,0.8729004711647299
6.457264535788385+3.7850818625505833E-6i,0.02376904392843144,0.007030157311829255,0.9594543783378644
6.457368418957054+1.0772695668426116E-6i,0.8635465700629624,0.014053903807363955,0.12066536938383864
6.457411634324469+0.002027269991425944i,0.001603050868935275,0.9938814435215517,5.107213835709816E-4
6.457571068348518+1.767432803348808E-5i,0.17363195681704047,0.6019340367529785,0.1817568833906085
6.457640844690995+0.001647959244998467i,9.630827211797226E-4,0.9961480238981675,2.618183891962973E-4
6.4577770925954034+2.018294019429903E-7i,0.001024845986324512,0.9961938859703289,0.001364833560135185
6.457947356874843+1.680044436075888E-6i,0.04455484818109509,0.007007216877978984,0.943544215749833
6.458009959489549+1.2318910875455626E-5i,0.03488939308215914,0.020127448742661834,0.936772855338662
6.458096581638087+3.1045208052719506E-6i,0.06441136120198959,0.07396346509620347,0.7586570163763873
6.458163567853749+4.250639665490081E-6i,0.18231415763806796,0.11395230207169042,0.6692080614319259
6.45827440952614+1.8190257623472445E-5i,0.12698260885951265,0.10293500955971828,0.740316608630165
6.458373895163164+2.679183493261378E-5i,0.09535749112202568,0.07768700997376643,0.811234064170713
6.458668956689117+2.8810637107598907E-6i,0.32677910974490215,0.20750626437440559,0.3759081401220695
6.4586843580628885+0.0015552483707799698i,9.886085630466794E-4,0.9960679703101151,2.2745842332922082E-4
6.459004677043546+4.2567466203392287E-7i,0.9530859377143209,0.012513101351418423,0.03236193623620697
6.459331649545522+6.613114784764712E-6i,0.06740382727686166,0.02606020624878226,0.8981551351851091
6.459458378399859+2.861834871090816E-6i,0.10397253238076316,0.03165696801180383,0.8347906844179297
