% Model,Final.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 16 2022, 00:17"
% Table,"Table 1 - Pol, SM_only"
% Eigenfrequency (GHz),zz (1),yz (1),xz (1)
6.457504196285255+0.0015733883307604347i,9.562961541295481E-4,0.9962445725564635,2.578536409911249E-4
6.457594523305469+5.282263717033498E-5i,0.09815623913712698,0.0775258222423074,0.8111008640415958
6.457779635982269+2.5930487641959366E-7i,0.040062969701819114,0.9475674612726382,0.010953265958289828
6.4579510528866475+1.5336752042028825E-6i,0.29949725481995726,0.03110698299380312,0.6657523288907434
6.458023954055641+4.9427623166635584E-6i,0.3107550262239411,0.011894270888169911,0.6741191981767158
6.458103850043461+9.741573426619895E-6i,0.19138898030456294,0.014495552183499495,0.7891330728986492
6.458281496641622+4.482290638623133E-6i,0.07091583954973327,0.134833817996614,0.6988823096295791
6.458298026841355+2.3755816919571772E-5i,0.15240427723796313,0.022409767257781522,0.8109620299871044
6.458491323129476+1.4955865927335348E-5i,0.18515254912204981,0.008056070857264454,0.799685401315385
6.458584862742014+0.0014231123270288092i,8.469883622399856E-4,0.9963573030842333,1.9936580139204104E-4
6.458598603631285+3.980467841804389E-6i,0.47669972830701673,0.1201475744899885,0.37988581240874275
6.45869206557768+2.8737019827448544E-6i,0.7135257346241409,0.07842121472806125,0.1927363275687336
6.459195270730383+3.4399447050175003E-6i,0.3846770075555948,0.2625381344142225,0.2887622656593631
6.459448071963744+2.580754889964161E-6i,0.22954643836482294,0.1512760588895113,0.5062787794736506
6.459494404869039+0.0014781904174497279i,9.407837390482233E-4,0.9958345459293786,2.0397672332743636E-4
6.459521845902155+8.203771078486085E-7i,0.13415579212287215,0.029110596463869175,0.8241184600394362
6.459689647537474+1.4874140184621204E-6i,0.5306544256262848,0.03401945568474268,0.4201100223221279
6.459711297380692+0.0018100015907060291i,0.0020443746266316596,0.9926905997997137,0.0010456251349442302
6.459793260960037+1.4335469137714983E-6i,0.4448133697780024,0.020974570202290068,0.519913996127469
6.459869484915179+2.6321125892250003E-7i,0.006916892118030685,0.9774219314013379,0.013861455776804109
6.459906208238432+8.298774908084692E-6i,0.03776518049461802,0.019100884543181203,0.9354032220067802
6.460047146152654+4.54216779008186E-6i,0.11731317183716848,0.024558031399009927,0.845449232005203
6.460253045324967+1.5960730633848692E-6i,0.10488494473056105,0.07572253231438639,0.7530313417907951
6.460404781697765+7.749724042732025E-6i,0.05089310759957848,0.028632630680764944,0.9017003813698292
6.4607231007405606+0.0016215343616231806i,0.001250633906455351,0.9930811304371284,0.0014702649787012476
6.46110449800416+0.0017956831441385403i,0.001499414181006158,0.9921931707539945,0.001831264554071086
6.461225253121097-2.2127744304571084E-7i,0.7477321905506487,0.0357221015958985,0.2088643485360834
6.461280280605421+1.8032524471400285E-6i,0.344192390378675,0.33122809977645473,0.2791871700821996
6.4615638295057085+6.3459050895837715E-6i,0.20106662941500075,0.05451780097078887,0.6985881732225447
6.461614712897333+5.907480859051202E-7i,0.13767368934538568,0.20028319678089399,0.5885006583194229
6.461679903484585+5.328807411055187E-6i,0.2772926149576772,0.2238056942730787,0.4496765001949268
6.461775352988153+3.606227203680649E-6i,0.36817941755929384,0.09513291047845963,0.5081300121370584
6.461824958943744+2.3969587371520435E-6i,0.5541616976441285,0.035181371586222504,0.39983400977616046
6.461917154552389+2.087694236232024E-6i,0.07141337728853794,0.0467677853786382,0.8713565615683866
