% Model,Final.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 16 2022, 00:18"
% Dimension,2
% Nodes,97
% Expressions,150
% Description,"Displacement field, Z component"
% Length unit,m
% surf1x,surf1y,w (m) @ lambda=1E-9,w (m) @ lambda=2E-9,w (m) @ lambda=3E-9,w (m) @ lambda=4E-9,w (m) @ lambda=5E-9,w (m) @ lambda=6E-9,w (m) @ lambda=7E-9,w (m) @ lambda=8E-9,w (m) @ lambda=9E-9,w (m) @ lambda=1E-8,w (m) @ lambda=1.1E-8,w (m) @ lambda=1.2E-8,w (m) @ lambda=1.3E-8,w (m) @ lambda=1.4E-8,w (m) @ lambda=1.5E-8,w (m) @ lambda=1.6E-8,w (m) @ lambda=1.7E-8,w (m) @ lambda=1.8E-8,w (m) @ lambda=1.9E-8,w (m) @ lambda=2E-8,w (m) @ lambda=2.1E-8,w (m) @ lambda=2.2E-8,w (m) @ lambda=2.3E-8,w (m) @ lambda=2.4E-8,w (m) @ lambda=2.5E-8,w (m) @ lambda=2.6E-8,w (m) @ lambda=2.7E-8,w (m) @ lambda=2.8E-8,w (m) @ lambda=2.9E-8,w (m) @ lambda=3E-8,w (m) @ lambda=3.1E-8,w (m) @ lambda=3.2E-8,w (m) @ lambda=3.3E-8,w (m) @ lambda=3.4E-8,w (m) @ lambda=3.5E-8,w (m) @ lambda=3.6E-8,w (m) @ lambda=3.7E-8,w (m) @ lambda=3.8E-8,w (m) @ lambda=3.9E-8,w (m) @ lambda=4E-8,w (m) @ lambda=4.1E-8,w (m) @ lambda=4.2E-8,w (m) @ lambda=4.3E-8,w (m) @ lambda=4.4E-8,w (m) @ lambda=4.5E-8,w (m) @ lambda=4.6E-8,w (m) @ lambda=4.7E-8,w (m) @ lambda=4.8E-8,w (m) @ lambda=4.9E-8,w (m) @ lambda=5E-8,w (m) @ lambda=5.1E-8,w (m) @ lambda=5.2E-8,w (m) @ lambda=5.3E-8,w (m) @ lambda=5.4E-8,w (m) @ lambda=5.5E-8,w (m) @ lambda=5.6E-8,w (m) @ lambda=5.7E-8,w (m) @ lambda=5.8E-8,w (m) @ lambda=5.9E-8,w (m) @ lambda=6E-8,w (m) @ lambda=6.1E-8,w (m) @ lambda=6.2E-8,w (m) @ lambda=6.3E-8,w (m) @ lambda=6.4E-8,w (m) @ lambda=6.5E-8,w (m) @ lambda=6.6E-8,w (m) @ lambda=6.7E-8,w (m) @ lambda=6.8E-8,w (m) @ lambda=6.9E-8,w (m) @ lambda=7E-8,w (m) @ lambda=7.1E-8,w (m) @ lambda=7.2E-8,w (m) @ lambda=7.3E-8,w (m) @ lambda=7.4E-8,w (m) @ lambda=7.5E-8,w (m) @ lambda=7.6E-8,w (m) @ lambda=7.7E-8,w (m) @ lambda=7.8E-8,w (m) @ lambda=7.9E-8,w (m) @ lambda=8E-8,w (m) @ lambda=8.1E-8,w (m) @ lambda=8.2E-8,w (m) @ lambda=8.3E-8,w (m) @ lambda=8.4E-8,w (m) @ lambda=8.5E-8,w (m) @ lambda=8.6E-8,w (m) @ lambda=8.7E-8,w (m) @ lambda=8.8E-8,w (m) @ lambda=8.9E-8,w (m) @ lambda=9E-8,w (m) @ lambda=9.1E-8,w (m) @ lambda=9.2E-8,w (m) @ lambda=9.3E-8,w (m) @ lambda=9.4E-8,w (m) @ lambda=9.5E-8,w (m) @ lambda=9.6E-8,w (m) @ lambda=9.7E-8,w (m) @ lambda=9.8E-8,w (m) @ lambda=9.9E-8,w (m) @ lambda=1E-7,w (m) @ lambda=1.01E-7,w (m) @ lambda=1.02E-7,w (m) @ lambda=1.03E-7,w (m) @ lambda=1.04E-7,w (m) @ lambda=1.05E-7,w (m) @ lambda=1.06E-7,w (m) @ lambda=1.07E-7,w (m) @ lambda=1.08E-7,w (m) @ lambda=1.09E-7,w (m) @ lambda=1.1E-7,w (m) @ lambda=1.11E-7,w (m) @ lambda=1.12E-7,w (m) @ lambda=1.13E-7,w (m) @ lambda=1.14E-7,w (m) @ lambda=1.15E-7,w (m) @ lambda=1.16E-7,w (m) @ lambda=1.17E-7,w (m) @ lambda=1.18E-7,w (m) @ lambda=1.19E-7,w (m) @ lambda=1.2E-7,w (m) @ lambda=1.21E-7,w (m) @ lambda=1.22E-7,w (m) @ lambda=1.23E-7,w (m) @ lambda=1.24E-7,w (m) @ lambda=1.25E-7,w (m) @ lambda=1.26E-7,w (m) @ lambda=1.27E-7,w (m) @ lambda=1.28E-7,w (m) @ lambda=1.29E-7,w (m) @ lambda=1.3E-7,w (m) @ lambda=1.31E-7,w (m) @ lambda=1.32E-7,w (m) @ lambda=1.33E-7,w (m) @ lambda=1.34E-7,w (m) @ lambda=1.35E-7,w (m) @ lambda=1.36E-7,w (m) @ lambda=1.37E-7,w (m) @ lambda=1.38E-7,w (m) @ lambda=1.39E-7,w (m) @ lambda=1.4E-7,w (m) @ lambda=1.41E-7,w (m) @ lambda=1.42E-7,w (m) @ lambda=1.43E-7,w (m) @ lambda=1.44E-7,w (m) @ lambda=1.45E-7,w (m) @ lambda=1.46E-7,w (m) @ lambda=1.47E-7,w (m) @ lambda=1.48E-7,w (m) @ lambda=1.49E-7,w (m) @ lambda=1.5E-7
9.864163834270843E-4,9.796420871540434E-6,-1.7385544748715135E-20-2.8164669031304325E-20i,-2.822443564292289E-20-9.90894313078396E-21i,-6.2109159508092225E-21-4.6616199241404215E-21i,-1.444378364746207E-22+1.66077803091001E-21i,-2.1224199870787398E-20+1.306331297985679E-21i,9.74330248697541E-20+2.2905548003423346E-20i,5.987900419208695E-22+5.9593816215455145E-22i,1.6899476655309308E-22+2.302222787196382E-21i,-8.230296391060506E-21+4.523146510679517E-21i,1.1704253474676898E-19+1.1520445098083255E-19i,4.599698477834775E-20+7.122532254817356E-21i,-1.2458987891449974E-22-4.988574252425881E-22i,-5.3640446293192525E-21+1.0300408194568692E-20i,-4.059393022117715E-20+4.0178353833372915E-20i,6.530860885188182E-21-1.8461474114846812E-22i,5.984176994315572E-23-4.690328447269186E-22i,2.103829422703383E-20+1.5084501742083158E-20i,-5.822649541519447E-20+3.9307646895428455E-20i,-3.637881329746122E-20+1.9264623651894963E-20i,-3.038104887416263E-22-4.531508996753094E-22i,3.016222842552851E-20+2.2548905249333984E-20i,-2.9903492332046794E-19+5.473897422771105E-20i,-1.241720684102048E-21+2.3334277167159658E-20i,-1.4839454636019968E-21-1.2582987250259885E-22i,-4.6517149745866235E-20-6.208777801633226E-20i,-1.040648730305146E-20+1.1394566569996451E-20i,1.0162769955083789E-20-5.394793585587966E-21i,-6.537943502508888E-22+7.614333637458682E-23i,-6.831756186070961E-22-2.399573347899878E-22i,1.824417695261395E-20+9.077453857617063E-21i,-2.422557988807279E-19-7.45565664918833E-20i,2.169809651688883E-20+4.806887212957141E-20i,-7.847757442718176E-21-6.332845778586859E-21i,1.3231471014785604E-20-1.8581523205478303E-21i,4.3656789542593674E-20-5.706157979834844E-20i,-3.928260643214823E-22-1.1815632786383157E-21i,4.988154587696567E-19+1.3354941164352127E-19i,2.036001528715455E-20+1.0049296446449182E-20i,5.639396710565678E-19+1.7452059776965114E-20i,2.707044680674881E-20-2.4961750282615697E-20i,2.251379221670091E-20+4.163487108944623E-20i,-8.816324535117512E-21+3.8607270651779473E-20i,-3.768062228085068E-21+4.326222928157216E-21i,4.534635907352377E-19-1.6067790633159016E-19i,-2.0588976960680256E-21-7.204880104389807E-22i,-5.822486410976577E-20-2.5277116430533763E-20i,-8.742601466095597E-22+6.7571351724677845E-21i,1.0625647969124423E-20+9.525037148325857E-21i,-9.583447013341008E-21+1.1365715692231213E-21i,-8.701767174009254E-21+2.1476297209504765E-19i,-2.266516360852147E-22+3.670772742611083E-20i,5.250754099820723E-20-2.1773100214883605E-20i,-3.408057157759351E-21+4.743880262020587E-21i,1.8539423603479964E-20+7.941664701769272E-20i,-6.2592650527193E-20+2.9075491293934845E-20i,-2.2416356736849908E-20+2.993384136710873E-20i,-6.044792671366769E-20-2.980635273009376E-20i,-2.0370541892531743E-20+4.369052006639423E-20i,8.884269683153221E-21+1.187510530994996E-20i,-5.9835631808483595E-21+8.181149910933799E-20i,-5.126656150127584E-20+1.8067300965244534E-20i,2.4432938016402435E-19-2.5998433160535983E-19i,-2.158378412715242E-20+5.379328226985354E-20i,-6.693655892714107E-21-1.1685201401962263E-21i,-2.313751353673363E-20+3.458835124708188E-20i,-1.838756392401309E-20-4.788334099407215E-21i,1.1348911534705543E-20+7.545075127722683E-21i,-4.717085772057835E-20-4.4016611787964727E-20i,-7.164528065374285E-21+1.477113678202176E-20i,-2.9518772043514765E-20-2.1485958349738436E-20i,1.783437893137162E-20-6.349582012923374E-20i,7.298848255047253E-20-1.1516745052544697E-19i,2.0892175292094184E-20-3.7988732328712575E-20i,-1.100171639170877E-19+1.6208845093892287E-19i,-1.5096483840469052E-20+2.9109245233066945E-20i,-1.4363419014056312E-20+1.8667259848557977E-20i,1.9854583218574867E-19+2.2994183540391038E-20i,4.888712103594508E-20-2.700452869103269E-20i,8.006478072973639E-20-1.1644546411577873E-19i,9.500006711131724E-20+4.891541698615056E-20i,1.42280427058609E-20+1.7786543129900853E-20i,1.1287746459401345E-20+1.375862464430535E-20i,-4.346578787144241E-20+2.0621397747351734E-21i,8.60993381561182E-20-2.8064946803546955E-21i,3.218802434290003E-20-5.08057215638758E-21i,-7.157572119511798E-21+3.840568780563451E-21i,5.742938860907221E-20+1.8166211846158615E-19i,2.385213978846776E-20+4.4061867073699235E-21i,1.7340054698156943E-19-6.70270764274984E-20i,5.260961894466922E-20-2.6141748756367735E-19i,1.1470722422205413E-19+1.778343751376054E-19i,4.3597249239235635E-20-1.9422038466687345E-20i,-3.693420894164685E-19+1.1772657851720986E-19i,-1.0080174849426665E-20-6.278374021220465E-20i,-1.466246567318289E-19+2.619762748256084E-20i,-2.40912697882916E-20+8.542054863391309E-20i,-1.9617616094307754E-19+7.219312600343879E-20i,1.4139694888431064E-19-2.3040905240851474E-22i,2.7410864234452247E-20+8.12022400167474E-20i,2.8971689961727645E-19-1.3551048587843222E-20i,-1.4379013628114635E-20+1.0232414992650853E-20i,-5.1842970645669266E-20-2.139753393523381E-19i,5.037410383945725E-20-5.671425523778966E-20i,-1.2640521919128741E-21+6.507519804322413E-22i,-1.392233245788806E-19-2.087260823828123E-19i,-3.064331834845431E-19-2.136603789190326E-20i,-9.382791639429316E-20+2.4264424927787207E-19i,4.1590441853151925E-20+4.4078304483976065E-20i,-3.19362426997973E-20+3.990507060008107E-20i,-1.7383898307331198E-19+6.294308752590067E-19i,-2.8321826125345033E-19-1.2809088630170692E-19i,2.9470600477255587E-19-1.143844922246515E-19i,-4.398834579598348E-19+3.369687533749307E-19i,-2.3613606175777044E-20+9.795203734527878E-21i,-8.290031261602353E-20-1.7160455717823085E-19i,-5.5633170891481044E-21-4.51305347958382E-21i,3.828763168914321E-21-5.21434615362279E-21i,5.52698135820894E-20-1.0241102165893752E-19i,-3.0059006946040293E-19-7.636142488082181E-21i,-3.694026517316904E-19+1.3399855083799665E-19i,-3.111960947296449E-19-3.336909669213919E-20i,-4.2327329966065164E-19-2.1970464987027575E-19i,-1.0102202837583064E-19+4.707938055489916E-20i,2.406792943078538E-21+3.8441640052256503E-19i,-3.3948865694586816E-20+8.372660733220219E-20i,-5.477270390558057E-22-4.878206851497118E-21i,2.0564771767299296E-19+2.589615461357932E-19i,-2.463333886058776E-19+5.904380188132061E-20i,4.2320767193338234E-21+1.247804390231992E-19i,1.275749455664943E-20+8.656574215738387E-21i,-3.04153137042303E-21-6.730276673887461E-21i,-4.6079174152505204E-20+2.6117090443609693E-19i,-4.0595034478762757E-19-1.760090218113853E-19i,-1.1753225642545714E-20+3.812722404061464E-20i,-3.015231965542341E-20+2.0188722136981323E-20i,-1.8936448770530297E-19+2.991753138283411E-21i,-1.5892159353371708E-20-7.858860727993392E-21i,-4.284761353323346E-20-9.435169453494979E-20i,-6.612969615642029E-20-1.3551174916372364E-20i,1.3946479120281404E-19-2.458595002573572E-19i,-1.0946759461148468E-20-4.998646479422867E-22i,-1.4445238765060038E-20-1.5300824732697897E-22i,-3.3075245658898813E-19-1.789858960141812E-19i,-1.6492001068378376E-19+3.5382312996020606E-19i,3.5512766486673084E-20-2.864199751934401E-20i,4.453175644386338E-20+7.560368532211145E-20i,-2.204160980652833E-19+1.854387858782142E-19i,1.520122414712327E-19+1.2393862961349028E-19i,1.4516229142729489E-19+1.7927033913492177E-19i,1.5092840698519334E-20+9.495240482449143E-21i
9.90103579128459E-4,1.3483616572915055E-5,2.520626838513947E-20+4.01490577074337E-20i,1.6843802152553323E-19+5.731269244138327E-20i,6.808467619149057E-20+4.612752663464996E-20i,-1.9401677865406815E-21-1.6174560084267119E-21i,7.27251750041544E-20-3.0379211791785167E-21i,-1.8131381367630996E-19-4.278257760655744E-20i,-6.718292916475017E-22-1.552732867853985E-21i,-2.345463644850315E-22-2.331070854940706E-21i,5.472908286146893E-20-2.828235122773917E-20i,6.800225921449019E-20+6.54187557232623E-20i,2.6276486639960975E-21+5.412198769730116E-22i,1.8208389114699892E-22-1.2260672655640027E-22i,-4.518041441748463E-20-2.0568380945188976E-20i,-5.332822846545804E-21+9.42912726611E-21i,-4.667677511539455E-21-1.6831703003806137E-20i,2.2404524463376186E-21+2.154626750121613E-22i,7.985856674345872E-20+4.2868955131977434E-20i,4.563157074017861E-20-2.991443629971461E-20i,-1.4703493155106547E-20+6.354768269667347E-21i,-9.506267016013452E-23+2.92061951629257E-23i,-4.595585406990693E-20-3.3522655841489694E-20i,-3.0032546337454983E-19+5.562802503241367E-20i,3.722461372812503E-20-5.415129716057877E-20i,4.953591987648837E-22-2.281669461194642E-22i,-1.3070606725894252E-20-1.7616649722580238E-20i,-3.422136810451302E-20+2.973181720091432E-20i,-1.6689423606400002E-21+7.513291672242517E-21i,5.4874607069220845E-22-1.5743918255209501E-22i,1.569860855033277E-22+1.4841199483561533E-22i,1.665361094563306E-20+9.710943690098206E-21i,-1.6683765637324973E-19-5.2925275201266124E-20i,-2.699833022865952E-20-5.902531847766494E-20i,-1.765816495536746E-21-7.144742126472125E-21i,-1.9964358048661092E-19-2.49869132948053E-20i,-2.1665364197667558E-20+2.972689021255479E-20i,6.127890683213137E-22+2.070100509591467E-21i,4.921137131372929E-19+1.3271091429318943E-19i,-1.1467494376183517E-20+9.809133394337316E-22i,3.993838669833312E-19+1.2330053499587662E-20i,-2.6674612223744443E-20+2.440833184738633E-20i,-2.820875707288422E-20-5.418455481612779E-20i,4.138090588490421E-20-4.998433430261708E-20i,1.4652793945340642E-20+1.4126631580128406E-20i,2.862029033130376E-19-1.0055884147474512E-19i,-2.080215322459505E-21-4.460332976770669E-21i,6.192790542256274E-20+2.6357086320788064E-20i,2.687246079262684E-21-1.2035993172619948E-20i,2.4399384272603095E-21-8.267328395767085E-21i,-5.761308196247213E-21-5.222258641916057E-21i,1.6052473566860703E-20-2.860942045013748E-19i,1.1756238990361682E-20+5.962305947200792E-20i,-3.007302843421951E-19+9.072412374864116E-20i,1.372928594472173E-19+1.0886870049939487E-19i,-1.0113422146840595E-19-2.5234516110262394E-19i,-4.2168469276578415E-20+2.3080117798703897E-21i,9.328224216773086E-21+1.8523328239053236E-20i,-2.5809783180011323E-19-1.0256429163328559E-19i,-6.270801436749147E-20+1.6020528139460281E-19i,4.2732651044177155E-20+3.476293319806192E-20i,1.24425041084188E-19-1.3589760370505329E-19i,-7.742316599034126E-21-5.483663345398047E-20i,8.308498064729149E-20-6.874963064706837E-20i,-6.879935233796366E-20+7.809773560181841E-20i,-1.903170867550418E-22-4.4006160022711015E-21i,1.0205428965616725E-19+9.287438676347146E-20i,-4.1743748294618545E-20-5.403795674551182E-20i,-4.8688988765129424E-21+3.26049712542863E-20i,1.0106609006538867E-19-4.4845018285216824E-20i,-5.388239469490831E-20-1.1896909468712816E-21i,6.152659212602565E-20+5.288918111522688E-20i,1.8283717695922022E-19-3.17548387398328E-19i,-4.52312881142213E-20+1.1107753261307525E-19i,-9.420979554080085E-20+7.060815585515577E-20i,5.37116491942997E-20-1.766599202530796E-19i,-5.75383933253389E-20-5.564488432265365E-20i,1.9771101539326095E-21+3.074277642414271E-20i,4.1061011569326125E-19+8.511179251970717E-20i,3.6706770393719793E-19-2.6059070813733646E-19i,3.28865266731075E-19-4.0233448921076127E-19i,-5.563388383984029E-20+5.001209834383925E-20i,-2.35546813520239E-19+8.046043015578717E-20i,-4.9663243995998686E-21-2.0073344484492626E-20i,6.038775376734242E-20+4.592464249235628E-20i,-3.4492480053856903E-19+8.962876598175439E-20i,-1.2247611848661993E-19-4.589895921677805E-21i,1.0509227503300111E-21+6.459641118631876E-21i,-1.1513022153899235E-19-2.802443432344704E-19i,-4.529362284584177E-20-1.2089115389338974E-20i,-1.5973731437274886E-20+2.8268104231316835E-20i,-1.1086999743403681E-20-7.358719661888223E-20i,-1.8588794182665215E-19-1.3489410907922277E-19i,6.526783876262819E-20+2.0793665730506208E-20i,-2.0124160964435129E-19+4.3884762914793994E-20i,2.3352661759281946E-20+6.937445597829163E-20i,-2.7776574218384153E-19-1.432287762829919E-20i,2.8278136912406677E-20-8.483592722798141E-20i,-1.0665337442971068E-19+2.4876375766090152E-20i,-3.129888219187923E-20+6.93860997942754E-20i,-3.806281641108786E-20-7.211401542353532E-20i,3.0010167762697257E-19+7.458605847505815E-20i,3.695515076297306E-21-6.788164498315637E-22i,2.8361994548716627E-19+3.708505139801587E-19i,4.273016282277169E-20-4.1969045002928105E-20i,5.4283997960362374E-21-5.301177902626211E-23i,7.099757623179519E-20+1.3309195716531133E-19i,-1.1460835683732603E-19+3.71292026237831E-21i,1.4249876555503587E-19-2.811095404918857E-19i,-1.727122479168152E-20-6.079767523398323E-20i,2.4630865355967697E-20-6.057432298901582E-20i,1.3077294101462881E-19-5.17203182519371E-19i,-1.0826291681789494E-19-1.5386436442823542E-19i,-3.547692254343071E-19-2.5807512549079948E-20i,1.9285352794961502E-19-1.4897618828228714E-19i,3.855916389314257E-20+4.929781551859996E-21i,8.887440346770554E-20+1.2913983508526018E-19i,5.225840841488866E-21+5.9573970367814654E-21i,-5.643521551437448E-21+3.611340278924319E-21i,1.9529284224133978E-20-2.6169671683869978E-20i,-3.1248984531204154E-19-4.0083430068257695E-21i,-4.759935201198796E-19+1.7673677000806445E-19i,-3.010037712379743E-19-2.4901841298006915E-20i,-2.992212936686662E-19-1.5511966152041106E-19i,4.0900756373580985E-19-2.5668003919778277E-22i,1.7529344772420165E-19-1.0134076429064569E-20i,-3.0884674691491204E-19-4.007326675694609E-21i,-4.968828855194331E-22+4.511459489487579E-22i,-4.3286324768284546E-19-5.469860930557344E-19i,3.429508560612726E-19-7.21945717056428E-20i,-6.227521910894298E-21-1.671168175290861E-19i,-6.689613721779689E-21-4.301877243584617E-21i,6.121122072842911E-21-4.7889279695349054E-21i,7.613194628020593E-20-4.081933553707759E-19i,1.6520129766077986E-19+7.168958165726417E-20i,-2.9041297054001347E-20-1.208200798474316E-20i,-2.0127055238479251E-19+8.932055578949345E-20i,-7.41593251677267E-20-1.6719117583352897E-21i,-5.586190747473961E-20-4.240702501265345E-20i,1.5554544076761428E-19+3.522841444280798E-19i,2.0918565978125326E-20+8.424648671211344E-21i,-3.2366292642293015E-19+5.641789973388767E-19i,6.163349568789237E-21+4.517684831129004E-21i,8.4060743821353E-21-1.4804175345155503E-21i,-2.1988698140530106E-19-1.126127673753538E-19i,-5.840133977215742E-20+1.279277116322319E-19i,-2.716736299548215E-20+4.9506328163563754E-20i,-1.1970965149530086E-20-2.0754261263388458E-20i,1.9447436141719855E-20-1.813435248612347E-20i,7.092965935618809E-20+7.098737164100208E-20i,2.785390947027322E-19+4.052933870412861E-19i,-2.0640187222351224E-19-1.346769740233157E-19i
9.751800347617119E-4,1.796010283730055E-5,-1.5055800137060112E-22-4.094136789400909E-22i,4.465212706888669E-20+1.491460990042571E-20i,-3.091775625059388E-21-2.1313014677886393E-21i,1.4753329942253526E-21+1.784536432759934E-22i,-5.943897252146793E-21-1.2519153638690498E-21i,-4.339470502113251E-20-8.918137417978142E-21i,-5.949193446919708E-22-1.7851411414463313E-21i,-7.929349264953239E-21-1.266650296120859E-22i,6.638937058643136E-21-3.676337970164926E-21i,1.1108596861248198E-20+9.683870524240775E-21i,-2.134081154882587E-21-3.0941995022644563E-22i,1.8837347276655153E-22-5.111376595966782E-23i,5.536053613373597E-21+1.3184085163181097E-21i,-2.9371386526744656E-20+2.913702947224886E-20i,1.4089964480354941E-21+3.6592073405174027E-22i,-2.406960532462092E-21+1.3264250604578751E-21i,-2.955120709018343E-21-3.945512617084179E-22i,-1.5673813478505254E-20+1.1099177660600186E-20i,-9.821692027452016E-22+7.508605030580147E-22i,6.624080125533073E-23+6.778277150905822E-23i,-7.299837679263936E-20-5.417622648434079E-20i,-2.0566106598704882E-20+3.737876411291333E-21i,-1.22610023636205E-20+2.489939633409615E-20i,-2.5480216035774928E-22-1.12802789341855E-22i,-6.81487138859939E-22-1.088571720818974E-21i,-5.671884187749339E-21+3.834655755429735E-21i,-4.7603642744003575E-22-1.6546902627300158E-21i,-1.6294861984401979E-22-2.9499420035229817E-23i,3.8796941822508134E-23+1.3087448727981202E-22i,1.2191802199069458E-21-1.2398448204350904E-22i,-3.3750859273415323E-20-1.0045515968251828E-20i,2.805784731616116E-21+6.161134739529077E-21i,-2.684962400390148E-21+1.2479787486924827E-21i,6.22309369661633E-20+7.505579872281216E-21i,1.933537952375796E-20-2.3984917852047708E-20i,4.217350414884647E-22+1.3223849323119839E-21i,1.093247062352987E-19+2.8818204254339105E-20i,4.9417033076914895E-21+2.5579398387416802E-21i,8.134849545648606E-20+2.5961939299476808E-21i,-2.8677585391055544E-20+2.6278170729681704E-20i,-2.1300392614643076E-21-3.812923688941702E-21i,-6.4889622264887075E-21-4.151404870236521E-21i,1.9164416537403834E-21+6.564161031286391E-21i,1.3602333582073898E-19-4.790466316275309E-20i,4.261614953424085E-22-2.865447314528277E-21i,6.528328364514277E-20+3.1349808157079976E-20i,6.703389201130071E-21-3.819902018993834E-20i,8.144035654091768E-22+2.3973244806878574E-21i,-7.83212226190571E-22-3.538214683434226E-21i,-8.91648010259647E-22+2.363850808699704E-20i,9.93622750400369E-22+4.086664332020396E-20i,6.884025042567451E-22-5.170992560993148E-21i,-1.6480201107662783E-20-1.5009771065139816E-21i,-2.421916976388827E-20-6.279438180715018E-20i,-1.1623439022468316E-20+9.983089054342867E-22i,2.1985017225911708E-21+7.802200689795143E-21i,3.54012684557127E-21-1.972603098832345E-21i,-3.7749210923399684E-20+8.711562673454142E-20i,4.469484977448036E-21-1.8454460303207778E-21i,2.1034620558137056E-20-1.9292414815225216E-20i,-1.5680545039276744E-20-3.824115109875168E-21i,8.948849272609864E-20-8.705534695023578E-20i,-3.8891823478887724E-20+4.804636271892976E-20i,2.2797819998969243E-21+1.1822634205716493E-22i,-1.5048351471891176E-20+1.07067578954562E-20i,-1.2012763167935848E-20-2.7012757459005526E-20i,-1.5850576868222577E-20+7.371925776791012E-21i,1.5767857976899815E-20-3.255531797092013E-21i,-1.3434355272414114E-20+2.740429101185467E-21i,1.2015129470827453E-20+1.3210013516065205E-20i,3.0499499784598216E-20-1.017182451321721E-19i,9.534856845286599E-21-1.7886577530665758E-21i,-9.345055677007305E-21+4.20818919363277E-21i,-3.77943409996403E-20+3.8747600229678594E-20i,-2.569474296950555E-21+7.956626677597811E-21i,-8.493034541095686E-21+1.0604678384356607E-20i,1.3420174597860795E-19+2.1102974271689173E-20i,9.054025245508122E-20-6.940953457826405E-20i,1.1085541732244544E-19-1.1122197982341997E-19i,1.5973273839236246E-20+9.271054316275405E-21i,6.42141872701958E-20-5.805059885384024E-20i,1.1018526605416508E-21+3.521255076498878E-22i,-9.605457082069866E-21+5.990842423862744E-22i,-1.640637577758409E-20-8.976858545242392E-21i,2.6396500876585064E-19+5.840102813345392E-20i,-6.717537360969427E-22+6.146795697000774E-22i,-1.5867116154537107E-21+2.201400731554737E-21i,4.0646133746001396E-21-1.3868533833887083E-21i,-2.0227446165416225E-21+2.8266153580152796E-21i,1.6950130534649187E-20-6.103331319852155E-20i,-1.448993341661348E-21+1.419008103243265E-20i,1.56303378424239E-20-4.148929197053851E-21i,-1.9013130141170935E-19+7.30785795003622E-20i,4.3579128642760876E-21-4.855927790008757E-21i,2.852171975104471E-20+3.365917902655566E-20i,1.7360784538715564E-21+9.980358181221232E-21i,1.960788224937167E-19+2.2103376419678513E-20i,3.821989624305539E-19+3.491037678294159E-21i,-1.0418321207386739E-20+1.1667913405136757E-20i,5.183210330382353E-19+1.3338740681598248E-20i,-6.904286783936808E-21+1.0676946917774105E-20i,8.646195297514872E-20-6.011587022888993E-20i,1.2230110759747144E-19-1.3847525562569257E-19i,-4.147223052260705E-22+1.0790616192784453E-21i,-2.6118654194943215E-21-6.61761538702827E-21i,1.7685844550129554E-19+7.261624301195454E-21i,-7.901777440316032E-20+4.1977081187076385E-20i,-5.8662922307068586E-21+1.0002495277163878E-21i,-6.588067359242777E-21+6.338320021444341E-21i,-1.6280058133763058E-20+2.25083098051186E-20i,-7.239494194951661E-20-2.4630604449621794E-20i,2.1301789523318546E-21+1.893008760967725E-20i,-8.589697714327832E-20+7.271265690250118E-20i,3.0148169577345836E-21+4.088636750522273E-21i,1.0956286044886686E-21+1.7972114678996707E-22i,8.787159450552075E-23-3.9291065021983997E-22i,4.8224576481436525E-22+2.181493776270601E-22i,9.624275828736372E-22-5.877272264355171E-21i,1.3583243211700328E-19+3.014355855107606E-21i,-5.813299788508311E-20+2.260539295334593E-20i,-1.281331043208135E-19-4.4479836643818384E-21i,-5.554346435717136E-20-1.8206661558850555E-20i,-2.4829216424600905E-20-2.7675797820483345E-21i,-1.0552234387521485E-21-3.275897594705469E-20i,1.7425224587158448E-19-3.32910688021875E-20i,-1.319957791998094E-22-4.80381963821193E-22i,1.5090268758218127E-19+2.1070503151832767E-19i,3.4514167187009263E-19-1.0530053747759315E-19i,-1.6698796214395994E-21-3.3551945219921494E-20i,2.5331439520201074E-20+2.2956256911236268E-20i,-1.9148012458644194E-22+2.2138753742245796E-21i,-6.067693911344179E-20+3.1912701651753317E-19i,6.459820628355367E-20+2.793736429220267E-20i,1.7066373487911973E-20-1.746398871639179E-21i,8.682558369230927E-20-4.140862811412495E-20i,1.4744452494586515E-19+3.624921616149345E-21i,3.461301476361757E-21+3.880305543894455E-21i,-1.3425137992104808E-20-2.921720390063465E-20i,2.644665282632319E-20+5.004643691355216E-21i,-2.065719776545901E-21+6.832421804418467E-21i,1.711968826014128E-21-1.824789789788049E-21i,6.994372013771858E-22-1.5359676356725015E-21i,-8.750526070687057E-20-4.059866762924567E-20i,1.0687349242968743E-20-1.9108051429945168E-20i,-3.9595794196578444E-20+5.85889748623078E-20i,-1.6401193162192016E-20-2.695063250934546E-20i,7.170646489201269E-21-9.365836243819128E-21i,-1.5680065851928781E-19-1.330590703134952E-19i,-3.217336876395886E-19-4.537876043878058E-19i,1.5805124766235112E-19+1.0249178857295944E-19i
